level_rpm,index,measured,status,replica,scheduled_offset_s,done_offset_s,batch_size,latency_s,harness_lag_s,queue_wait_s,service_s,ipc_s,text_encode_s,denoise_s,decode_s,jpeg_s,server_s,http_s,error
0.9043,68,1,not_sent,-1,3951.3198,-,0,inf,-,-,-,-,-,-,-,-,-,-,
0.9043,69,1,not_sent,-1,3971.9957,-,0,inf,-,-,-,-,-,-,-,-,-,-,
0.9043,70,1,not_sent,-1,3987.7184,-,0,inf,-,-,-,-,-,-,-,-,-,-,
0.9043,71,1,not_sent,-1,4177.6849,-,0,inf,-,-,-,-,-,-,-,-,-,-,
0.9043,72,1,not_sent,-1,4316.3846,-,0,inf,-,-,-,-,-,-,-,-,-,-,
0.9043,73,1,not_sent,-1,4341.4558,-,0,inf,-,-,-,-,-,-,-,-,-,-,
0.9043,74,1,not_sent,-1,4412.1501,-,0,inf,-,-,-,-,-,-,-,-,-,-,
0.9043,75,1,not_sent,-1,4445.5618,-,0,inf,-,-,-,-,-,-,-,-,-,-,
0.9043,76,1,not_sent,-1,4608.7679,-,0,inf,-,-,-,-,-,-,-,-,-,-,
0.9043,77,1,not_sent,-1,4649.5106,-,0,inf,-,-,-,-,-,-,-,-,-,-,
0.9043,78,1,not_sent,-1,4669.9277,-,0,inf,-,-,-,-,-,-,-,-,-,-,
0.9043,79,1,not_sent,-1,4688.7176,-,0,inf,-,-,-,-,-,-,-,-,-,-,
0.9043,80,1,not_sent,-1,4743.3958,-,0,inf,-,-,-,-,-,-,-,-,-,-,
0.9043,81,1,not_sent,-1,4763.6203,-,0,inf,-,-,-,-,-,-,-,-,-,-,
0.9043,82,1,not_sent,-1,4821.9069,-,0,inf,-,-,-,-,-,-,-,-,-,-,
0.9043,83,1,not_sent,-1,4973.2532,-,0,inf,-,-,-,-,-,-,-,-,-,-,
0.9043,84,1,not_sent,-1,5007.0799,-,0,inf,-,-,-,-,-,-,-,-,-,-,
0.9043,85,1,not_sent,-1,5023.5074,-,0,inf,-,-,-,-,-,-,-,-,-,-,
0.9043,86,1,not_sent,-1,5422.0434,-,0,inf,-,-,-,-,-,-,-,-,-,-,
0.9043,87,1,not_sent,-1,5469.3097,-,0,inf,-,-,-,-,-,-,-,-,-,-,
0.9043,88,1,not_sent,-1,5475.6335,-,0,inf,-,-,-,-,-,-,-,-,-,-,
0.9043,89,1,not_sent,-1,5478.8357,-,0,inf,-,-,-,-,-,-,-,-,-,-,
0.9043,90,1,not_sent,-1,5486.5415,-,0,inf,-,-,-,-,-,-,-,-,-,-,
0.9043,91,1,not_sent,-1,5552.0532,-,0,inf,-,-,-,-,-,-,-,-,-,-,
0.9043,92,1,not_sent,-1,5656.2616,-,0,inf,-,-,-,-,-,-,-,-,-,-,
0.9043,93,1,not_sent,-1,5692.6515,-,0,inf,-,-,-,-,-,-,-,-,-,-,
0.9043,94,1,not_sent,-1,5697.0063,-,0,inf,-,-,-,-,-,-,-,-,-,-,
0.9043,95,1,not_sent,-1,5728.8973,-,0,inf,-,-,-,-,-,-,-,-,-,-,
0.9043,96,1,not_sent,-1,6097.2877,-,0,inf,-,-,-,-,-,-,-,-,-,-,
0.9043,97,1,not_sent,-1,6147.2581,-,0,inf,-,-,-,-,-,-,-,-,-,-,
0.9043,98,1,not_sent,-1,6382.3452,-,0,inf,-,-,-,-,-,-,-,-,-,-,
0.9043,99,1,not_sent,-1,6513.1663,-,0,inf,-,-,-,-,-,-,-,-,-,-,
0.9043,100,1,not_sent,-1,6513.9325,-,0,inf,-,-,-,-,-,-,-,-,-,-,
0.9043,101,1,not_sent,-1,6598.5643,-,0,inf,-,-,-,-,-,-,-,-,-,-,
0.9043,102,1,not_sent,-1,6674.5207,-,0,inf,-,-,-,-,-,-,-,-,-,-,
0.9043,103,1,not_sent,-1,6725.6074,-,0,inf,-,-,-,-,-,-,-,-,-,-,
0.9043,104,1,not_sent,-1,6746.2004,-,0,inf,-,-,-,-,-,-,-,-,-,-,
0.9043,105,1,not_sent,-1,6814.1639,-,0,inf,-,-,-,-,-,-,-,-,-,-,
0.9043,106,1,not_sent,-1,6822.0116,-,0,inf,-,-,-,-,-,-,-,-,-,-,
0.9043,107,1,not_sent,-1,6859.8649,-,0,inf,-,-,-,-,-,-,-,-,-,-,
0.9043,108,1,not_sent,-1,6899.9818,-,0,inf,-,-,-,-,-,-,-,-,-,-,
0.9043,109,1,not_sent,-1,7104.0144,-,0,inf,-,-,-,-,-,-,-,-,-,-,
